"regcode","provcode","citycode","cityname","nscb_city_code","nscb_city_name","cityclassification","chartered","addedby","UserLevelID","dateupdated","status"
"04","0421","042115","NAIC","042115","NAIC",,,,,,
"04","0421","042116","NOVELETA","042116","NOVELETA",,,,,,
"04","0421","042117","ROSARIO","042117","ROSARIO",,,,,,
"04","0421","042118","SILANG","042118","SILANG",,,,,,
"04","0421","042119","TAGAYTAY CITY","042119","TAGAYTAY CITY",,,,,,
"04","0421","042120","TANZA","042120","TANZA",,,,,,
"04","0421","042121","TERNATE","042121","TERNATE",,,,,,
"04","0421","042122","TRECE MARTIRES CITY (Capital)","042122","TRECE MARTIRES CITY (Capital)",,,,,,
"04","0421","042123","GEN. MARIANO ALVAREZ","042123","GEN. MARIANO ALVAREZ",,,,,,
"04","0434","043401","ALAMINOS","043401","ALAMINOS",,,,,,
"04","0434","043402","BAY","043402","BAY",,,,,,
"04","0434","043403","BIÃ‚ÂAN","043403","BIÃ‚ÂAN",,,,,,
"04","0434","043404","CABUYAO","043404","CABUYAO",,,,,,
"04","0434","043405","CITY OF CALAMBA","043405","CITY OF CALAMBA",,,,,,
"04","0434","043406","CALAUAN","043406","CALAUAN",,,,,,
"04","0434","043407","CAVINTI","043407","CAVINTI",,,,,,
"04","0434","043408","FAMY","043408","FAMY",,,,,,
"04","0434","043409","KALAYAAN","043409","KALAYAAN",,,,,,
"04","0434","043410","LILIW","043410","LILIW",,,,,,
"04","0434","043411","LOS BAÃ‚ÂOS","043411","LOS BAÃ‚ÂOS",,,,,,
"04","0434","043412","LUISIANA","043412","LUISIANA",,,,,,
"04","0434","043413","LUMBAN","043413","LUMBAN",,,,,,
"04","0434","043414","MABITAC","043414","MABITAC",,,,,,
"04","0434","043415","MAGDALENA","043415","MAGDALENA",,,,,,
"04","0434","043416","MAJAYJAY","043416","MAJAYJAY",,,,,,
"04","0434","043417","NAGCARLAN","043417","NAGCARLAN",,,,,,
"04","0434","043418","PAETE","043418","PAETE",,,,,,
"04","0434","043419","PAGSANJAN","043419","PAGSANJAN",,,,,,
"04","0434","043420","PAKIL","043420","PAKIL",,,,,,
"04","0434","043421","PANGIL","043421","PANGIL",,,,,,
"04","0434","043422","PILA","043422","PILA",,,,,,
"04","0434","043423","RIZAL","043423","RIZAL",,,,,,
"04","0434","043424","SAN PABLO CITY","043424","SAN PABLO CITY",,,,,,
"04","0434","043425","SAN PEDRO","043425","SAN PEDRO",,,,,,
"04","0434","043426","SANTA CRUZ (Capital)","043426","SANTA CRUZ (Capital)",,,,,,
"04","0434","043427","SANTA MARIA","043427","SANTA MARIA",,,,,,
"04","0434","043428","SANTA ROSA","043428","SANTA ROSA",,,,,,
"04","0434","043429","SINILOAN","043429","SINILOAN",,,,,,
"04","0434","043430","VICTORIA","043430","VICTORIA",,,,,,
"04","0456","045601","AGDANGAN","045601","AGDANGAN",,,,,,
"04","0456","045602","ALABAT","045602","ALABAT",,,,,,
"04","0456","045603","ATIMONAN","045603","ATIMONAN",,,,,,
"04","0456","045605","BUENAVISTA","045605","BUENAVISTA",,,,,,
"04","0456","045606","BURDEOS","045606","BURDEOS",,,,,,
"04","0456","045607","CALAUAG","045607","CALAUAG",,,,,,
"04","0456","045608","CANDELARIA","045608","CANDELARIA",,,,,,
"04","0456","045610","CATANAUAN","045610","CATANAUAN",,,,,,
"04","0456","045615","DOLORES","045615","DOLORES",,,,,,
"04","0456","045616","GENERAL LUNA","045616","GENERAL LUNA",,,,,,
"04","0456","045617","GENERAL NAKAR","045617","GENERAL NAKAR",,,,,,
"04","0456","045618","GUINAYANGAN","045618","GUINAYANGAN",,,,,,
"04","0456","045619","GUMACA","045619","GUMACA",,,,,,
"04","0456","045620","INFANTA","045620","INFANTA",,,,,,
"04","0456","045621","JOMALIG","045621","JOMALIG",,,,,,
"04","0456","045622","LOPEZ","045622","LOPEZ",,,,,,
"04","0456","045623","LUCBAN","045623","LUCBAN",,,,,,
"04","0456","045624","LUCENA CITY (Capital)","045624","LUCENA CITY (Capital)",,,,,,
"04","0456","045625","MACALELON","045625","MACALELON",,,,,,
"04","0456","045627","MAUBAN","045627","MAUBAN",,,,,,
"04","0456","045628","MULANAY","045628","MULANAY",,,,,,
"04","0456","045629","PADRE BURGOS","045629","PADRE BURGOS",,,,,,
"04","0456","045630","PAGBILAO","045630","PAGBILAO",,,,,,
"04","0456","045631","PANUKULAN","045631","PANUKULAN",,,,,,
"04","0456","045632","PATNANUNGAN","045632","PATNANUNGAN",,,,,,
"04","0456","045633","PEREZ","045633","PEREZ",,,,,,
"04","0456","045634","PITOGO","045634","PITOGO",,,,,,
"04","0456","045635","PLARIDEL","045635","PLARIDEL",,,,,,
"04","0456","045636","POLILLO","045636","POLILLO",,,,,,
"04","0456","045637","QUEZON","045637","QUEZON",,,,,,
"04","0456","045638","REAL","045638","REAL",,,,,,
"04","0456","045639","SAMPALOC","045639","SAMPALOC",,,,,,
"04","0456","045640","SAN ANDRES","045640","SAN ANDRES",,,,,,
"04","0456","045641","SAN ANTONIO","045641","SAN ANTONIO",,,,,,
"04","0456","045642","SAN FRANCISCO (AURORA)","045642","SAN FRANCISCO (AURORA)",,,,,,
"04","0456","045644","SAN NARCISO","045644","SAN NARCISO",,,,,,
"04","0456","045645","SARIAYA","045645","SARIAYA",,,,,,
"04","0456","045646","TAGKAWAYAN","045646","TAGKAWAYAN",,,,,,
"04","0456","045647","TAYABAS","045647","TAYABAS",,,,,,
"04","0456","045648","TIAONG","045648","TIAONG",,,,,,
"04","0456","045649","UNISAN","045649","UNISAN",,,,,,
"04","0458","045801","ANGONO","045801","ANGONO",,,,,,
"04","0458","045802","CITY OF ANTIPOLO","045802","CITY OF ANTIPOLO",,,,,,
"04","0458","045803","BARAS","045803","BARAS",,,,,,
"04","0458","045804","BINANGONAN","045804","BINANGONAN",,,,,,
"04","0458","045805","CAINTA","045805","CAINTA",,,,,,
"04","0458","045806","CARDONA","045806","CARDONA",,,,,,
"04","0458","045807","JALA-JALA","045807","JALA-JALA",,,,,,
"04","0458","045808","RODRIGUEZ (MONTALBAN)","045808","RODRIGUEZ (MONTALBAN)",,,,,,
"04","0458","045809","MORONG","045809","MORONG",,,,,,
"04","0458","045810","PILILLA","045810","PILILLA",,,,,,
"04","0458","045811","SAN MATEO","045811","SAN MATEO",,,,,,
"04","0458","045812","TANAY","045812","TANAY",,,,,,
"04","0458","045813","TAYTAY","045813","TAYTAY",,,,,,
"04","0458","045814","TERESA","045814","TERESA",,,,,,
"05","0505","050501","BACACAY","050501","BACACAY",,,,,,
"05","0505","050502","CAMALIG","050502","CAMALIG",,,,,,
"05","0505","050503","DARAGA (LOCSIN)","050503","DARAGA (LOCSIN)",,,,,,
"05","0505","050504","GUINOBATAN","050504","GUINOBATAN",,,,,,
"05","0505","050505","JOVELLAR","050505","JOVELLAR",,,,,,
"05","0505","050506","LEGAZPI CITY  (Capital)","050506","LEGAZPI CITY  (Capital)",,,,,,
"05","0505","050507","LIBON","050507","LIBON",,,,,,
"05","0505","050508","CITY OF LIGAO","050508","CITY OF LIGAO",,,,,,
"05","0505","050509","MALILIPOT","050509","MALILIPOT",,,,,,
"05","0505","050510","MALINAO","050510","MALINAO",,,,,,
"05","0505","050511","MANITO","050511","MANITO",,,,,,
"05","0505","050512","OAS","050512","OAS",,,,,,
"05","0505","050513","PIO DURAN","050513","PIO DURAN",,,,,,
"05","0505","050514","POLANGUI","050514","POLANGUI",,,,,,
"05","0505","050515","RAPU-RAPU","050515","RAPU-RAPU",,,,,,
"05","0505","050516","SANTO DOMINGO (LIBOG)","050516","SANTO DOMINGO (LIBOG)",,,,,,
"05","0505","050517","CITY OF TABACO","050517","CITY OF TABACO",,,,,,
"05","0505","050518","TIWI","050518","TIWI",,,,,,
"05","0516","051601","BASUD","051601","BASUD",,,,,,
"05","0516","051602","CAPALONGA","051602","CAPALONGA",,,,,,
"05","0516","051603","DAET (Capital)","051603","DAET (Capital)",,,,,,
"05","0516","051604","SAN LORENZO RUIZ (IMELDA)","051604","SAN LORENZO RUIZ (IMELDA)",,,,,,
"05","0516","051605","JOSE PANGANIBAN","051605","JOSE PANGANIBAN",,,,,,
"05","0516","051606","LABO","051606","LABO",,,,,,
"05","0516","051607","MERCEDES","051607","MERCEDES",,,,,,
"05","0516","051608","PARACALE","051608","PARACALE",,,,,,
"05","0516","051609","SAN VICENTE","051609","SAN VICENTE",,,,,,
"05","0516","051610","SANTA ELENA","051610","SANTA ELENA",,,,,,
"05","0516","051611","TALISAY","051611","TALISAY",,,,,,
"05","0516","051612","VINZONS","051612","VINZONS",,,,,,
"05","0517","051701","BAAO","051701","BAAO",,,,,,
"05","0517","051702","BALATAN","051702","BALATAN",,,,,,
"05","0517","051703","BATO","051703","BATO",,,,,,
"05","0517","051704","BOMBON","051704","BOMBON",,,,,,
"05","0517","051705","BUHI","051705","BUHI",,,,,,
"05","0517","051706","BULA","051706","BULA",,,,,,
"05","0517","051707","CABUSAO","051707","CABUSAO",,,,,,
"05","0517","051708","CALABANGA","051708","CALABANGA",,,,,,
"05","0517","051709","CAMALIGAN","051709","CAMALIGAN",,,,,,
"05","0517","051710","CANAMAN","051710","CANAMAN",,,,,,
"05","0517","051711","CARAMOAN","051711","CARAMOAN",,,,,,
"05","0517","051712","DEL GALLEGO","051712","DEL GALLEGO",,,,,,
"05","0517","051713","GAINZA","051713","GAINZA",,,,,,
"05","0517","051714","GARCHITORENA","051714","GARCHITORENA",,,,,,
"05","0517","051715","GOA","051715","GOA",,,,,,
"05","0517","051716","IRIGA CITY","051716","IRIGA CITY",,,,,,
"05","0517","051717","LAGONOY","051717","LAGONOY",,,,,,
"05","0517","051718","LIBMANAN","051718","LIBMANAN",,,,,,
"05","0517","051719","LUPI","051719","LUPI",,,,,,
"05","0517","051720","MAGARAO","051720","MAGARAO",,,,,,
"05","0517","051721","MILAOR","051721","MILAOR",,,,,,
"05","0517","051722","MINALABAC","051722","MINALABAC",,,,,,
"05","0517","051723","NABUA","051723","NABUA",,,,,,
"05","0517","051724","NAGA CITY","051724","NAGA CITY",,,,,,
"05","0517","051725","OCAMPO","051725","OCAMPO",,,,,,
"05","0517","051726","PAMPLONA","051726","PAMPLONA",,,,,,
"05","0517","051727","PASACAO","051727","PASACAO",,,,,,
"05","0517","051728","PILI (Capital)","051728","PILI (Capital)",,,,,,
"05","0517","051729","PRESENTACION (PARUBCAN)","051729","PRESENTACION (PARUBCAN)",,,,,,
"05","0517","051730","RAGAY","051730","RAGAY",,,,,,
"05","0517","051731","SAGÃ‚ÂAY","051731","SAGÃ‚ÂAY",,,,,,
"05","0517","051732","SAN FERNANDO","051732","SAN FERNANDO",,,,,,
"05","0517","051733","SAN JOSE","051733","SAN JOSE",,,,,,
"05","0517","051734","SIPOCOT","051734","SIPOCOT",,,,,,
"05","0517","051735","SIRUMA","051735","SIRUMA",,,,,,
"05","0517","051736","TIGAON","051736","TIGAON",,,,,,
"05","0517","051737","TINAMBAC","051737","TINAMBAC",,,,,,
"05","0520","052001","BAGAMANOC","052001","BAGAMANOC",,,,,,
"05","0520","052002","BARAS","052002","BARAS",,,,,,
"05","0520","052003","BATO","052003","BATO",,,,,,
"05","0520","052004","CARAMORAN","052004","CARAMORAN",,,,,,
"05","0520","052005","GIGMOTO","052005","GIGMOTO",,,,,,
"05","0520","052006","PANDAN","052006","PANDAN",,,,,,
"05","0520","052007","PANGANIBAN (PAYO)","052007","PANGANIBAN (PAYO)",,,,,,
"05","0520","052008","SAN ANDRES (CALOLBON)","052008","SAN ANDRES (CALOLBON)",,,,,,
"05","0520","052009","SAN MIGUEL","052009","SAN MIGUEL",,,,,,
"05","0520","052010","VIGA","052010","VIGA",,,,,,
"05","0520","052011","VIRAC (Capital)","052011","VIRAC (Capital)",,,,,,
"05","0541","054101","AROROY","054101","AROROY",,,,,,
"05","0541","054102","BALENO","054102","BALENO",,,,,,
"05","0541","054103","BALUD","054103","BALUD",,,,,,
"05","0541","054104","BATUAN","054104","BATUAN",,,,,,
"05","0541","054105","CATAINGAN","054105","CATAINGAN",,,,,,
"05","0541","054106","CAWAYAN","054106","CAWAYAN",,,,,,
"05","0541","054107","CLAVERIA","054107","CLAVERIA",,,,,,
"05","0541","054108","DIMASALANG","054108","DIMASALANG",,,,,,
"05","0541","054109","ESPERANZA","054109","ESPERANZA",,,,,,
"05","0541","054110","MANDAON","054110","MANDAON",,,,,,
"05","0541","054111","CITY OF MASBATE (Capital)","054111","CITY OF MASBATE (Capital)",,,,,,
"05","0541","054112","MILAGROS","054112","MILAGROS",,,,,,
"05","0541","054113","MOBO","054113","MOBO",,,,,,
"05","0541","054114","MONREAL","054114","MONREAL",,,,,,
"05","0541","054115","PALANAS","054115","PALANAS",,,,,,
"05","0541","054116","PIO V. CORPUZ (LIMBUHAN)","054116","PIO V. CORPUZ (LIMBUHAN)",,,,,,
"05","0541","054117","PLACER","054117","PLACER",,,,,,
"05","0541","054118","SAN FERNANDO","054118","SAN FERNANDO",,,,,,
"05","0541","054119","SAN JACINTO","054119","SAN JACINTO",,,,,,
"05","0541","054120","SAN PASCUAL","054120","SAN PASCUAL",,,,,,
"05","0541","054121","USON","054121","USON",,,,,,
"05","0562","056202","BARCELONA","056202","BARCELONA",,,,,,
"05","0562","056203","BULAN","056203","BULAN",,,,,,
"05","0562","056204","BULUSAN","056204","BULUSAN",,,,,,
"05","0562","056205","CASIGURAN","056205","CASIGURAN",,,,,,
"05","0562","056206","CASTILLA","056206","CASTILLA",,,,,,
"05","0562","056207","DONSOL","056207","DONSOL",,,,,,
"05","0562","056208","GUBAT","056208","GUBAT",,,,,,
"05","0562","056209","IROSIN","056209","IROSIN",,,,,,
"05","0562","056210","JUBAN","056210","JUBAN",,,,,,
"05","0562","056211","MAGALLANES (34 BRGYS)","056211","MAGALLANES (34 BRGYS)",,,,,,
"05","0562","056212","MATNOG","056212","MATNOG",,,,,,
"05","0562","056213","PILAR","056213","PILAR",,,,,,
"05","0562","056214","PRIETO DIAZ","056214","PRIETO DIAZ",,,,,,
"05","0562","056215","SANTA MAGDALENA","056215","SANTA MAGDALENA",,,,,,
"05","0562","056216","CITY OF SORSOGON (Capital)","056216","CITY OF SORSOGON (Capital)",,,,,,
"06","0604","060401","ALTAVAS","060401","ALTAVAS",,,,,,
"06","0604","060402","BALETE","060402","BALETE",,,,,,
"06","0604","060403","BANGA","060403","BANGA",,,,,,
"06","0604","060404","BATAN","060404","BATAN",,,,,,
"06","0604","060405","BURUANGA","060405","BURUANGA",,,,,,
"06","0604","060406","IBAJAY","060406","IBAJAY",,,,,,
"06","0604","060407","KALIBO (Capital)","060407","KALIBO (Capital)",,,,,,
"06","0604","060408","LEZO","060408","LEZO",,,,,,
"06","0604","060409","LIBACAO","060409","LIBACAO",,,,,,
"06","0604","060410","MADALAG","060410","MADALAG",,,,,,
"06","0604","060411","MAKATO","060411","MAKATO",,,,,,
"06","0604","060412","MALAY","060412","MALAY",,,,,,
"06","0604","060413","MALINAO","060413","MALINAO",,,,,,
"06","0604","060414","NABAS","060414","NABAS",,,,,,
"06","0604","060415","NEW WASHINGTON","060415","NEW WASHINGTON",,,,,,
"06","0604","060416","NUMANCIA","060416","NUMANCIA",,,,,,
"06","0604","060417","TANGALAN","060417","TANGALAN",,,,,,
"06","0606","060601","ANINI-Y","060601","ANINI-Y",,,,,,
"06","0606","060602","BARBAZA","060602","BARBAZA",,,,,,
"06","0606","060603","BELISON","060603","BELISON",,,,,,
"06","0606","060604","BUGASONG","060604","BUGASONG",,,,,,
"06","0606","060605","CALUYA","060605","CALUYA",,,,,,
"06","0606","060606","CULASI","060606","CULASI",,,,,,
"06","0606","060607","TOBIAS FORNIER (DAO)","060607","TOBIAS FORNIER (DAO)",,,,,,
"06","0606","060608","HAMTIC","060608","HAMTIC",,,,,,
"06","0606","060609","LAUA-AN","060609","LAUA-AN",,,,,,
"06","0606","060610","LIBERTAD","060610","LIBERTAD",,,,,,
"06","0606","060611","PANDAN","060611","PANDAN",,,,,,
"06","0606","060612","PATNONGON","060612","PATNONGON",,,,,,
"06","0606","060613","SAN JOSE (Capital)","060613","SAN JOSE (Capital)",,,,,,
"06","0606","060614","SAN REMIGIO","060614","SAN REMIGIO",,,,,,
"06","0606","060615","SEBASTE","060615","SEBASTE",,,,,,
"06","0606","060616","SIBALOM","060616","SIBALOM",,,,,,
"06","0606","060617","TIBIAO","060617","TIBIAO",,,,,,
"06","0606","060618","VALDERRAMA","060618","VALDERRAMA",,,,,,
"06","0619","061901","CUARTERO","061901","CUARTERO",,,,,,
"06","0619","061902","DAO","061902","DAO",,,,,,
"06","0619","061903","DUMALAG","061903","DUMALAG",,,,,,
"06","0619","061904","DUMARAO","061904","DUMARAO",,,,,,
"06","0619","061905","IVISAN","061905","IVISAN",,,,,,
"06","0619","061906","JAMINDAN","061906","JAMINDAN",,,,,,
"06","0619","061907","MA-AYON","061907","MA-AYON",,,,,,
"06","0619","061908","MAMBUSAO","061908","MAMBUSAO",,,,,,
"06","0619","061909","PANAY","061909","PANAY",,,,,,
"06","0619","061910","PANITAN","061910","PANITAN",,,,,,
"06","0619","061911","PILAR","061911","PILAR",,,,,,
"06","0619","061912","PONTEVEDRA","061912","PONTEVEDRA",,,,,,
"06","0619","061913","PRESIDENT ROXAS","061913","PRESIDENT ROXAS",,,,,,
"06","0619","061914","ROXAS CITY (Capital)","061914","ROXAS CITY (Capital)",,,,,,
"06","0619","061915","SAPI-AN","061915","SAPI-AN",,,,,,
"06","0619","061916","SIGMA","061916","SIGMA",,,,,,
"06","0619","061917","TAPAZ","061917","TAPAZ",,,,,,
"06","0630","063001","AJUY","063001","AJUY",,,,,,
"06","0630","063002","ALIMODIAN","063002","ALIMODIAN",,,,,,
"06","0630","063003","ANILAO","063003","ANILAO",,,,,,
"06","0630","063004","BADIANGAN","063004","BADIANGAN",,,,,,
"06","0630","063005","BALASAN","063005","BALASAN",,,,,,
"06","0630","063006","BANATE","063006","BANATE",,,,,,
"06","0630","063007","BAROTAC NUEVO","063007","BAROTAC NUEVO",,,,,,
"06","0630","063008","BAROTAC VIEJO","063008","BAROTAC VIEJO",,,,,,
"06","0630","063009","BATAD","063009","BATAD",,,,,,
"06","0630","063010","BINGAWAN","063010","BINGAWAN",,,,,,
"06","0630","063012","CABATUAN","063012","CABATUAN",,,,,,
"06","0630","063013","CALINOG","063013","CALINOG",,,,,,
"06","0630","063014","CARLES","063014","CARLES",,,,,,
"06","0630","063015","CONCEPCION","063015","CONCEPCION",,,,,,
"06","0630","063016","DINGLE","063016","DINGLE",,,,,,
"06","0630","063017","DUEÃ‚ÂAS","063017","DUEÃ‚ÂAS",,,,,,
"06","0630","063018","DUMANGAS","063018","DUMANGAS",,,,,,
"06","0630","063019","ESTANCIA","063019","ESTANCIA",,,,,,
"06","0630","063020","GUIMBAL","063020","GUIMBAL",,,,,,
"06","0630","063021","IGBARAS","063021","IGBARAS",,,,,,
"06","0630","063022","ILOILO CITY (Capital)","063022","ILOILO CITY (Capital)",,,,,,
"06","0630","063023","JANIUAY","063023","JANIUAY",,,,,,
"06","0630","063025","LAMBUNAO","063025","LAMBUNAO",,,,,,
"06","0630","063026","LEGANES","063026","LEGANES",,,,,,
"06","0630","063027","LEMERY","063027","LEMERY",,,,,,
"06","0630","063028","LEON","063028","LEON",,,,,,
"06","0630","063029","MAASIN","063029","MAASIN",,,,,,
"06","0630","063030","MIAGAO","063030","MIAGAO",,,,,,
"06","0630","063031","MINA","063031","MINA",,,,,,
"06","0630","063032","NEW LUCENA","063032","NEW LUCENA",,,,,,
"06","0630","063034","OTON","063034","OTON",,,,,,
"06","0630","063035","CITY OF PASSI","063035","CITY OF PASSI",,,,,,
"06","0630","063036","PAVIA","063036","PAVIA",,,,,,
"06","0630","063037","POTOTAN","063037","POTOTAN",,,,,,
"06","0630","063038","SAN DIONISIO","063038","SAN DIONISIO",,,,,,
"06","0630","063039","SAN ENRIQUE","063039","SAN ENRIQUE",,,,,,
"06","0630","063040","SAN JOAQUIN","063040","SAN JOAQUIN",,,,,,
"06","0630","063041","SAN MIGUEL","063041","SAN MIGUEL",,,,,,
"06","0630","063042","SAN RAFAEL","063042","SAN RAFAEL",,,,,,
"06","0630","063043","SANTA BARBARA","063043","SANTA BARBARA",,,,,,
"06","0630","063044","SARA","063044","SARA",,,,,,
"06","0630","063045","TIGBAUAN","063045","TIGBAUAN",,,,,,
"06","0630","063046","TUBUNGAN","063046","TUBUNGAN",,,,,,
"06","0630","063047","ZARRAGA","063047","ZARRAGA",,,,,,
"06","0645","064501","BACOLOD CITY (Capital)","064501","BACOLOD CITY (Capital)",,,,,,
"06","0645","064502","BAGO CITY","064502","BAGO CITY",,,,,,
"06","0645","064503","BINALBAGAN","064503","BINALBAGAN",,,,,,
"06","0645","064504","CADIZ CITY","064504","CADIZ CITY",,,,,,
"06","0645","064505","CALATRAVA","064505","CALATRAVA",,,,,,
"06","0645","064506","CANDONI","064506","CANDONI",,,,,,
"06","0645","064507","CAUAYAN","064507","CAUAYAN",,,,,,
"06","0645","064508","ENRIQUE B. MAGALONA (SARAVIA)","064508","ENRIQUE B. MAGALONA (SARAVIA)",,,,,,
"06","0645","064509","CITY OF ESCALANTE","064509","CITY OF ESCALANTE",,,,,,
"06","0645","064510","CITY OF HIMAMAYLAN","064510","CITY OF HIMAMAYLAN",,,,,,
"06","0645","064511","HINIGARAN","064511","HINIGARAN",,,,,,
"06","0645","064512","HINOBA-AN (ASIA)","064512","HINOBA-AN (ASIA)",,,,,,
"06","0645","064513","ILOG","064513","ILOG",,,,,,
"06","0645","064514","ISABELA","064514","ISABELA",,,,,,
"06","0645","064515","CITY OF KABANKALAN","064515","CITY OF KABANKALAN",,,,,,
"06","0645","064516","LA CARLOTA CITY","064516","LA CARLOTA CITY",,,,,,
"06","0645","064517","LA CASTELLANA","064517","LA CASTELLANA",,,,,,
"06","0645","064518","MANAPLA","064518","MANAPLA",,,,,,
"06","0645","064519","MOISES PADILLA (MAGALLON)","064519","MOISES PADILLA (MAGALLON)",,,,,,
"06","0645","064520","MURCIA","064520","MURCIA",,,,,,
"06","0645","064521","PONTEVEDRA","064521","PONTEVEDRA",,,,,,
"06","0645","064522","PULUPANDAN","064522","PULUPANDAN",,,,,,
"06","0645","064523","SAGAY CITY","064523","SAGAY CITY",,,,,,
"06","0645","064524","SAN CARLOS CITY","064524","SAN CARLOS CITY",,,,,,
"06","0645","064525","SAN ENRIQUE","064525","SAN ENRIQUE",,,,,,
"06","0645","064526","SILAY CITY","064526","SILAY CITY",,,,,,
"06","0645","064527","CITY OF SIPALAY","064527","CITY OF SIPALAY",,,,,,
"06","0645","064528","CITY OF TALISAY","064528","CITY OF TALISAY",,,,,,
"06","0645","064529","TOBOSO","064529","TOBOSO",,,,,,
"06","0645","064530","VALLADOLID","064530","VALLADOLID",,,,,,
"06","0645","064531","CITY OF VICTORIAS","064531","CITY OF VICTORIAS",,,,,,
"06","0645","064532","SALVADOR BENEDICTO","064532","SALVADOR BENEDICTO",,,,,,
"06","0679","067901","BUENAVISTA","067901","BUENAVISTA",,,,,,
"06","0679","067902","JORDAN (Capital)","067902","JORDAN (Capital)",,,,,,
"06","0679","067903","NUEVA VALENCIA","067903","NUEVA VALENCIA",,,,,,
"06","0679","067904","SAN LORENZO","067904","SAN LORENZO",,,,,,
"06","0679","067905","SIBUNAG","067905","SIBUNAG",,,,,,
"07","0712","071201","ALBURQUERQUE","071201","ALBURQUERQUE",,,,,,
"07","0712","071202","ALICIA","071202","ALICIA",,,,,,
"07","0712","071203","ANDA","071203","ANDA",,,,,,
"07","0712","071204","ANTEQUERA","071204","ANTEQUERA",,,,,,
"07","0712","071205","BACLAYON","071205","BACLAYON",,,,,,
"07","0712","071206","BALILIHAN","071206","BALILIHAN",,,,,,
"07","0712","071207","BATUAN","071207","BATUAN",,,,,,
"07","0712","071208","BILAR","071208","BILAR",,,,,,
"07","0712","071209","BUENAVISTA","071209","BUENAVISTA",,,,,,
"07","0712","071210","CALAPE","071210","CALAPE",,,,,,
"07","0712","071211","CANDIJAY","071211","CANDIJAY",,,,,,
"07","0712","071212","CARMEN","071212","CARMEN",,,,,,
"07","0712","071213","CATIGBIAN","071213","CATIGBIAN",,,,,,
"07","0712","071214","CLARIN","071214","CLARIN",,,,,,
"07","0712","071215","CORELLA","071215","CORELLA",,,,,,
"07","0712","071216","CORTES","071216","CORTES",,,,,,
"07","0712","071217","DAGOHOY","071217","DAGOHOY",,,,,,
"07","0712","071218","DANAO","071218","DANAO",,,,,,
"07","0712","071219","DAUIS","071219","DAUIS",,,,,,
"07","0712","071220","DIMIAO","071220","DIMIAO",,,,,,
"07","0712","071221","DUERO","071221","DUERO",,,,,,
"07","0712","071222","GARCIA HERNANDEZ","071222","GARCIA HERNANDEZ",,,,,,
"07","0712","071223","GUINDULMAN","071223","GUINDULMAN",,,,,,
"07","0712","071224","INABANGA","071224","INABANGA",,,,,,
"07","0712","071225","JAGNA","071225","JAGNA",,,,,,
"07","0712","071226","JETAFE","071226","JETAFE",,,,,,
"07","0712","071227","LILA","071227","LILA",,,,,,
"07","0712","071228","LOAY","071228","LOAY",,,,,,
"07","0712","071229","LOBOC","071229","LOBOC",,,,,,
"07","0712","071230","LOON","071230","LOON",,,,,,
"07","0712","071231","MABINI","071231","MABINI",,,,,,
"07","0712","071232","MARIBOJOC","071232","MARIBOJOC",,,,,,
"07","0712","071233","PANGLAO","071233","PANGLAO",,,,,,
"07","0712","071234","PILAR","071234","PILAR",,,,,,
"07","0712","071235","PRES. CARLOS P. GARCIA (PITOGO)","071235","PRES. CARLOS P. GARCIA (PITOGO)",,,,,,
"07","0712","071236","SAGBAYAN (BORJA)","071236","SAGBAYAN (BORJA)",,,,,,
"07","0712","071237","SAN ISIDRO","071237","SAN ISIDRO",,,,,,
"07","0712","071238","SAN MIGUEL","071238","SAN MIGUEL",,,,,,
"07","0712","071239","SEVILLA","071239","SEVILLA",,,,,,
"07","0712","071240","SIERRA BULLONES","071240","SIERRA BULLONES",,,,,,
"07","0712","071241","SIKATUNA","071241","SIKATUNA",,,,,,
"07","0712","071242","TAGBILARAN CITY (Capital)","071242","TAGBILARAN CITY (Capital)",,,,,,
"07","0712","071243","TALIBON","071243","TALIBON",,,,,,
"07","0712","071244","TRINIDAD","071244","TRINIDAD",,,,,,
"07","0712","071245","TUBIGON","071245","TUBIGON",,,,,,
"07","0712","071246","UBAY","071246","UBAY",,,,,,
"07","0712","071247","VALENCIA","071247","VALENCIA",,,,,,
"07","0712","071248","BIEN UNIDO","071248","BIEN UNIDO",,,,,,
"07","0722","072201","ALCANTARA","072201","ALCANTARA",,,,,,
"07","0722","072202","ALCOY","072202","ALCOY",,,,,,
"07","0722","072203","ALEGRIA","072203","ALEGRIA",,,,,,
"07","0722","072204","ALOGUINSAN","072204","ALOGUINSAN",,,,,,
"07","0722","072205","ARGAO","072205","ARGAO",,,,,,
"07","0722","072206","ASTURIAS","072206","ASTURIAS",,,,,,
"07","0722","072207","BADIAN","072207","BADIAN",,,,,,
"07","0722","072208","BALAMBAN","072208","BALAMBAN",,,,,,
"07","0722","072209","BANTAYAN","072209","BANTAYAN",,,,,,
"07","0722","072210","BARILI","072210","BARILI",,,,,,
"07","0722","072211","BOGO","072211","BOGO",,,,,,
"07","0722","072212","BOLJOON","072212","BOLJOON",,,,,,
"07","0722","072213","BORBON","072213","BORBON",,,,,,
"07","0722","072214","CARCAR","072214","CARCAR",,,,,,
"07","0722","072215","CARMEN","072215","CARMEN",,,,,,
"07","0722","072216","CATMON","072216","CATMON",,,,,,
"07","0722","072217","CEBU CITY (Capital)","072217","CEBU CITY (Capital)",,,,,,
"07","0722","072218","COMPOSTELA","072218","COMPOSTELA",,,,,,
